net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.00087808,0.61679,-69.594,1.797,0.022291,7986.8,0.97911,47.14,-0.48093,143.78,2.1742,0.74013,0.012784,0.0071103,0
-0.19283,0.54589,-148.51,1.3921,-0.074901,-3392.3,0.76961,-5.0116,-0.77586,207.59,3.8114,-0.40106,-1.2176,-6.2392,0
0.013423,0.30492,-678.05,1.1766,0.12051,6055.1,0.79863,2.2015,-1.8254,857.72,295.57,0.23361,1.6367,-0.02742,0
0.0072261,1.5354,4.0924,0.33843,0.16022,2579.4,1.0226,1.7648,0.11997,152.71,2.071,0.22564,0.34444,0.011715,0
-0.013299,1.2685,-60.472,1.0151,0.026892,10553.0,0.66873,0.13427,0.24023,177.54,1.7677,0.55177,-0.18912,-0.048775,0
0.10428,1.9204,3.0969,2.6347,0.072456,619.15,0.89877,8.5818,0.53751,39.968,17.289,0.0632,0.46851,0.15421,0
0.077675,1.2344,-0.40399,1.0327,0.086279,911.03,1.0806,0.46545,0.15946,69.517,5.9494,0.07645,0.88631,0.20983,0
0.11347,1.0188,-119.84,1.0934,0.11564,1689.8,1.2082,1.1186,0.022061,154.68,0.68957,0.14704,0.28095,0.43544,0
0.071445,13.849,92.866,1.0918,0.10616,107.86,0.63432,0.92216,0.68172,12.275,466.35,0.010167,0.44556,0.075938,0
0.078239,2.7025,-4.8385,1.1115,0.12419,1159.7,1.2437,1.0468,0.89388,73.721,0.81064,0.095465,0.20562,0.16403,0
0.21915,0.48911,-114.57,3.1455,0.083409,2760.5,1.0313,3.1554,-2.0503,174.88,0.86649,0.18219,1.3658,-0.22266,0
0.075596,2.8005,29.377,1.0492,0.082739,655.41,1.0272,0.45948,0.88549,40.462,4.2627,0.055554,0.34184,0.10661,0
0.086926,1.0603,-31.955,1.9076,0.088792,1529.9,0.83489,4.4349,0.067721,104.47,2.5539,0.13339,0.49623,0.29968,0
-0.00764,0.91926,-73.229,1.0253,-0.0042305,-41717.0,1.0106,0.18498,-0.07709,162.48,4.7757,0.88111,-0.039935,-0.017617,0
0.017053,0.070091,-1335.0,0.14446,0.1613,11197.0,1.0236,5.6764,-0.47414,1424.5,8.9228,0.85374,15.196,0.059798,0
0.0043074,1.3116,-208.39,1.048,0.12627,1830.4,0.63778,0.24397,0.050757,233.16,9.0046,0.16192,0.033397,0.0059953,0
0.0038869,1.3037,-13.325,1.0028,0.0070364,35188.0,0.81438,0.22383,0.21098,148.79,1.5759,0.87618,0.042704,0.010857,0
0.13003,0.83074,-68.891,1.2037,0.17023,827.27,0.84191,2.0256,-0.053901,110.68,0.87075,0.066977,1.4036,0.22704,0
0.2148,3.6359,56.993,1.2681,0.22315,409.36,1.1487,2.6383,0.83237,49.282,1.5767,0.034499,0.96989,0.34148,0
0.043058,1.1651,-8.7733,1.0743,0.071372,759.64,1.1701,0.74665,0.025995,57.518,72.907,0.060105,1.3424,0.050913,0
0.198,2.9425,16.465,1.2845,0.26773,308.82,1.1362,2.8768,0.65721,86.997,5.745,0.027077,0.69753,0.25528,0
0.079545,2.2043,-65.14,1.6248,0.059319,1782.3,0.84716,2.273,29.994,109.21,7.9562,0.11548,0.10046,0.15027,0
0.003793,4.2652,108.97,1.0272,0.089025,1554.5,0.24068,0.29573,0.31045,45.708,1.7636,0.12024,0.1031,0.0049492,0
0.053735,2.7973,32.395,3.4818,0.042716,528.67,0.90807,2.1197,0.67449,19.95,15.79,0.032433,34.829,0.068489,0
0.014514,1.8033,38.849,1.3788,0.076504,1578.9,0.73279,1.5523,0.26967,55.819,1.4651,0.13173,0.97037,0.026696,0
0.013435,2.0036,-42.701,0.50961,0.1245,1340.5,0.80082,2.943,0.21475,113.2,2.0293,0.10746,0.072497,0.017517,0
0.1014,1.3325,4.6705,1.1322,0.121,1822.2,1.5558,3.0071,1.2962,231.08,258.27,0.1315,1.0273,0.32084,0
-0.022413,7.7332,54.443,0.9547,-0.0013435,-23984.0,0.78458,-0.31037,2.2651,29.184,52.765,-1.4286,-0.04919,-0.025197,0
0.17623,2.2455,4.323,2.5502,0.078571,812.38,1.2072,0.0,0.66455,45.692,5.5719,0.61572,0.64578,0.31808,0
0.0042412,1.018,-66.662,1.0302,0.033853,9398.3,0.94324,0.36052,0.017013,248.05,2.3051,0.45454,0.031721,0.011778,0
0.019659,5.8522,161.8,0.94142,0.11599,2430.9,0.66707,0.95448,0.33176,45.849,0.91811,0.14899,0.27673,0.031216,0
0.017458,1.267,-46.029,1.0565,0.10479,1388.7,0.9615,1.1457,0.11993,104.51,1.2973,0.066473,0.092967,0.033185,0
0.22058,2.4453,8.2518,1.8018,0.16973,330.64,0.97791,23.284,0.70682,52.99,5.0595,0.029058,0.79262,0.3051,0
0.10337,0.69038,-70.929,1.6867,0.077063,2272.3,1.3781,2.7853,-0.56081,179.69,114.18,0.21747,1.8689,0.54187,0
-0.045023,1.1878,-19.995,2.711,0.0043538,21227.0,1.096,0.50385,0.33044,77.976,5.5422,0.22078,-0.22095,-0.14359,0
-0.15227,1.4627,15.958,1.1309,0.032228,5785.3,0.53528,-4.3798,0.074627,37.866,0.89933,0.29747,-14.645,-0.36054,0
0.12883,2.2748,-0.52539,2.2309,0.16792,237.85,0.90444,7.9626,0.36803,30.84,2.5792,0.020646,0.59582,0.17043,0
0.02322,1.0968,-76.532,1.5159,0.025,8954.5,0.84705,0.42401,1.7366,212.25,10.554,1.9675,0.058168,0.33048,0
0.055866,0.68171,-51.413,0.52495,0.15582,2938.0,0.78306,5.169,-0.060779,135.94,0.22771,0.23019,9.4782,0.16355,0
0.047333,1.1875,-74.727,1.0371,0.068148,2547.4,0.93911,0.6411,0.37451,170.48,17.003,0.18667,0.3413,0.17764,0
-0.096387,1.5826,-60.372,0.86955,-0.028962,-12677.0,0.94977,-1.4056,0.18349,117.94,0.32969,-8.796,-0.44965,-0.24209,0
0.03433,4.1162,39.04,1.3209,0.10481,923.12,0.67123,21.593,1.6158,46.09,1.6269,0.088229,0.089532,0.052827,0
0.080395,2.7164,61.513,1.1155,0.11535,677.45,1.2045,1.2674,0.99355,74.649,11.855,0.047525,0.49131,0.12437,0
0.011906,0.98032,-30.109,1.0061,0.077604,2302.1,0.51898,0.30697,-0.0079958,92.466,0.74565,0.16355,0.14818,0.028801,0
0.072617,1.4168,19.548,1.0559,0.096673,1014.8,0.99845,0.6791,0.34682,94.766,12.918,0.087682,0.88589,0.13207,0
-0.031037,1.4964,5.1334,0.98991,-0.014233,-8158.3,1.1767,-0.064749,5.4319,114.7,488.7,-4.3154,-0.10941,-0.11423,0
0.046836,0.7624,-139.23,0.83689,0.080182,4830.8,0.49209,2.5096,-0.57825,420.13,15.987,0.28898,0.59497,0.41864,0
0.0019536,0.9961,-55.067,1.016,0.021246,7186.0,0.96559,0.16015,-0.012028,146.92,13.801,0.41247,0.011409,0.012199,0
0.20462,3.3409,99.04,1.5947,0.17152,465.68,0.84642,5.3281,3.6501,69.069,6.2698,0.039488,0.90715,0.31428,0
-0.0023961,1.964,65.26,1.0583,0.046832,2711.6,0.77526,1.002,0.44772,79.254,4.2218,0.17004,-0.072485,-0.0037926,0
0.016431,3.0794,-12.111,1.1852,0.21269,618.54,0.77657,1.7186,0.10718,108.86,4.5415,0.044792,0.33102,0.019393,0
0.30356,2.9606,236.98,1.1622,0.27071,396.1,0.82118,16.143,14.984,142.71,48.283,0.034303,3.334,0.46094,0
0.013751,2.5061,70.273,1.036,0.13927,3330.0,0.91441,0.47242,0.41444,102.31,0.47981,0.29949,0.11527,0.063437,0
0.020544,1.8435,6.3563,2.5687,0.027256,4515.1,1.51,0.59276,4.7167,71.923,1.5506,0.2545,0.057545,0.15335,0
-0.19856,1.0208,-137.14,1.4666,-0.10615,-2125.5,0.51133,0.0,0.10057,206.46,6.5991,0.70467,-0.37843,-2.1256,0
0.011543,0.64721,-70.125,1.6198,0.047773,3298.2,0.73054,1.5401,-0.30297,120.55,22.846,0.25099,0.10419,0.038379,0
-0.00031373,7.3908,130.57,0.74538,0.10042,1359.4,0.56197,-4.8726,1.1186,37.36,2453.1,0.14016,-0.0013035,-0.000435,0
0.037543,1.0915,-33.361,1.0643,0.054785,2801.1,1.1055,0.55177,0.042421,75.615,0.49043,0.18419,0.23337,0.11517,0
0.066603,0.86659,-57.714,1.2546,0.10239,1775.6,1.3757,4.2521,-0.10141,144.04,1.8258,0.14917,0.70332,0.17756,0
0.2939,1.0335,-18.746,2.2071,0.1421,801.96,0.80647,6.3697,0.0203,72.298,1.4205,0.062393,2.786,0.94529,0
0.024847,1.848,35.702,1.0105,0.051121,1040.4,0.55307,0.18394,0.76169,53.24,187.52,0.09055,1.0245,0.05402,0
-0.37009,0.28939,-320.99,0.94217,-0.36847,-1545.3,1.3419,-0.57334,-0.77124,355.71,0.33846,1.5012,-3.8167,1.4806,0
0.33568,18.373,204.23,1.3388,0.2936,42.604,0.97605,3.387,3.174,15.707,205.97,0.0038947,1.6886,0.35139,0
0.026778,0.96452,-51.695,0.91105,0.16571,922.12,0.71013,0.85869,-0.015227,112.51,2.5191,0.073753,0.24063,0.053177,0
0.032751,1.1249,-17.409,1.0489,0.081467,1806.1,0.8594,3.1248,0.048688,92.294,2.3532,0.13045,0.41052,0.056745,0
0.020593,1.2476,-14.155,0.78645,0.097508,3200.7,0.87768,3.4158,0.04835,74.196,0.44126,0.25503,0.39147,0.062872,0
-0.29423,1.3885,-16.339,2.8767,-0.058742,-1003.4,0.93843,-21.9,0.40226,49.381,76.833,-0.082568,-1.035,-0.5495,0
0.089106,1.1271,-23.648,1.069,0.1134,1234.4,0.78571,0.70512,0.10304,128.98,6.652,0.11972,3.3949,0.19442,0
0.03969,1.7941,14.442,1.029,0.029606,2306.4,0.87797,0.25177,1.4418,69.71,167.77,0.19746,0.20582,0.069863,0
0.091534,2.5157,12.416,1.0713,0.088955,483.03,1.0297,0.69016,0.91453,45.093,63.205,0.040506,0.31882,0.12727,0
0.40534,4.0713,553.57,1.3964,0.40057,313.14,0.94294,0.0,1.0912,138.91,1.4931,0.10386,4.4274,0.77932,0
-0.044773,0.70765,-61.78,1.2761,-0.03338,-6370.8,0.41007,0.0,-0.15442,141.0,2.4392,11.386,-0.94769,-0.17454,0
-0.014999,2.1024,35.305,1.706,0.034175,2539.1,0.63784,-0.61838,0.34134,39.794,1.7733,0.21419,-0.60057,-0.025233,0
0.21606,1.8917,30.941,1.963,0.17263,335.8,0.85688,31.905,0.4117,54.067,5.8495,0.029905,2.604,0.31394,0
0.11129,1.1488,4.891,1.0415,0.042734,1538.4,0.1895,0.36128,0.80597,68.029,166.88,0.1377,2.0879,2.7319,0
0.0045782,1.2234,-21.26,3.5412,0.0072992,13634.0,1.8794,0.57117,0.82969,70.775,1.661,0.29663,0.01338,0.13271,0
-0.068001,1.7786,88.533,0.94335,-0.044025,-3635.3,0.71149,-0.48015,14.261,144.45,35.848,-0.34535,-0.78265,-0.15819,0
-0.0058452,1.3194,-40.507,1.0722,0.022546,6083.8,0.86618,0.0,0.10894,109.79,1.1945,0.44741,-0.040417,-0.0097896,0
-0.13829,0.19457,-284.15,0.61957,-0.12329,-5986.1,0.33691,-3.5983,-0.58757,312.48,0.16111,-0.88916,-5.4482,0.54707,0
0.056489,1.4071,13.009,1.0343,0.094205,1308.8,0.72226,0.4321,0.34045,90.936,2.8341,0.12381,0.55082,0.12698,0
0.021674,0.5363,-50.301,1.9795,0.03407,4167.9,0.75654,1.3253,-0.23156,76.386,0.36304,0.17338,0.29034,0.09428,0
0.27867,5.1359,167.04,1.9526,0.3206,110.75,0.77997,0.0,1.6606,41.994,14.283,0.018228,1.7995,0.34401,0
0.052233,2.056,-35.693,0.90954,0.084698,1578.2,0.93378,4.3865,0.29942,75.029,0.63954,0.1317,0.19244,0.078323,0
0.050619,2.8648,39.072,1.1163,0.12192,3913.5,0.81695,1.1567,0.14908,43.114,0.16779,0.3479,0.81074,0.27494,0
0.020066,0.74769,-157.04,1.4413,0.10726,1571.4,0.84529,1.4002,-0.24187,160.78,0.57722,0.08523,0.055994,0.059996,0
0.19766,3.1457,210.66,0.72251,0.4163,364.38,1.2831,7.3629,0.48178,106.28,2.6228,0.030041,3.8662,0.28248,0
0.15534,4.4745,85.793,1.0972,0.23192,361.53,1.0336,12.05,0.55539,37.58,26.769,0.030946,1.2837,0.20768,0
0.0056313,2.3053,40.182,0.92343,0.10244,662.21,0.47623,0.277,0.30707,59.325,29.567,0.052905,0.056542,0.0069783,0
-0.20656,1.6546,76.03,1.1927,-0.16142,-1626.0,0.69735,-1.5521,6.0213,175.46,3.0583,-0.25617,-2.1796,-1.4518,0
0.013197,1.1028,-2.9249,1.0393,0.022598,6481.4,1.205,0.4339,0.021555,68.855,0.8141,0.31601,0.6618,0.024409,0
-0.02065,2.658,41.784,1.9012,0.028468,1941.0,0.75917,-0.75652,1.9264,54.595,184.81,0.15956,-0.080518,-0.028995,0
0.17154,1.3563,57.111,0.67873,0.35932,885.6,0.80451,4.1446,0.1715,229.2,1.2691,0.068401,11.99,0.42015,0
0.11212,2.3562,26.047,1.2079,0.24292,242.04,0.82237,2.2006,0.1369,42.856,2.3933,0.020452,1.7551,0.13462,0
0.016539,3.2397,85.758,1.031,0.071166,1127.9,0.88898,0.51083,1.6473,72.524,15.45,0.072276,0.071736,0.023231,0
-0.24255,0.30088,-296.57,0.53224,-0.36503,-1622.3,0.41244,-3.9325,-0.52383,314.22,0.31634,-0.19202,-2.3236,-1.777,0
0.037549,2.1422,-123.44,1.0622,0.12637,2601.3,0.66759,1.1407,0.72038,177.32,0.34522,0.19178,0.077436,0.083431,0
0.053695,1.4037,-126.01,1.1922,0.19756,1379.4,0.80874,1.7324,0.16089,220.11,2.384,0.11714,0.7814,0.08622,0
0.033853,2.0898,13.886,1.0452,0.11233,781.45,0.53421,0.58317,0.25122,44.165,1.2635,0.059182,0.29873,0.054903,0
-0.048876,2.6964,12.706,0.97719,-0.010334,-7012.4,0.90007,-0.28379,0.87912,60.385,7.0442,-1.2894,-0.1528,-0.066964,0
0.061915,2.4362,21.313,1.0492,0.053901,1302.8,0.83786,0.42969,1.4725,54.629,3.9913,0.11188,0.20229,0.10289,0
0.035406,0.45581,-250.33,1.009,0.061247,4973.0,2.1113,0.10833,-1.0279,296.2,4.61,0.62454,0.12347,-0.66643,0
0.35989,2.9867,-10.192,2.0033,0.20709,257.03,0.83218,32.491,0.69076,38.016,1.8136,0.022841,0.99029,0.50843,0
0.033148,1.8046,2.2926,0.90404,0.14078,1032.5,1.0556,2.0644,0.1662,64.452,0.75871,0.08206,0.29451,0.051797,0
0.034663,1.1761,-39.907,2.4042,0.034921,2846.1,0.88555,1.8511,0.39701,97.333,9.9707,0.16773,0.096687,0.10038,0
0.013214,1.2657,3.2733,1.8462,0.043489,2658.4,0.87951,1.6225,0.25594,86.318,3.1886,0.17165,0.17647,0.031822,0
0.14112,1.8521,-2.6505,1.2536,0.1994,564.42,1.1121,2.4645,0.32917,96.247,2.1905,0.043646,0.75355,0.21185,0
0.045119,1.663,-26.941,1.0574,0.14062,833.11,0.61605,0.66221,0.25814,93.127,2.2491,0.07205,0.20743,0.069803,0
0.015733,0.9483,-72.325,1.3117,0.051237,3083.7,0.98341,0.082464,-0.046314,134.81,2.9293,0.36106,0.07198,0.036402,0
0.12974,1.0837,-39.002,4.0703,0.044978,1236.4,0.78701,5.1361,0.127,54.117,5.1387,0.093028,0.33811,0.34157,0
-0.33576,1.5566,11.73,0.83,-0.19814,-1371.0,0.25844,-1.7358,0.51488,104.49,0.97363,-0.20327,-2.0634,-3.5518,0
0.0071311,0.96,-172.83,0.46151,0.10746,5097.6,1.4235,0.38966,-0.043154,426.02,2.2391,0.47116,0.040446,0.023202,0
-0.10151,0.7981,-474.81,0.80498,-0.29151,-4130.2,0.61497,-2.1896,-0.19718,621.05,1.3415,-0.62841,-4.0098,-0.72068,0
0.070748,5.6289,81.287,1.0786,0.079651,969.7,0.84747,0.55953,1.0446,25.359,1.8353,0.093661,0.49597,0.11474,0
0.076304,9.2897,33.255,1.1437,0.10378,2098.6,0.61033,1.4189,1.6832,36.244,0.3352,0.13099,0.14815,0.15037,0
-0.093008,0.9376,-274.61,0.86597,-0.11254,-3706.9,0.67677,-1.3497,-0.069516,328.16,2.1417,-0.4146,-0.23654,-0.26656,0
0.055602,3.3471,39.378,0.87596,0.12286,2958.7,0.65651,2.5104,0.56961,56.57,0.31234,0.20133,0.25555,0.43555,0
0.1048,1.4499,34.591,1.5394,0.15463,709.95,0.79905,6.3882,0.37506,100.21,5.8667,0.059247,2.3071,0.19516,0
0.1485,2.5786,114.86,0.90446,0.41157,564.79,1.2085,5.6954,0.25817,58.05,0.59802,0.047902,7.0866,0.35023,0
0.06268,1.9197,22.19,1.0706,0.10684,1366.7,0.84812,0.72334,0.53386,89.019,1.6841,0.11311,0.35319,0.12103,0
0.12836,1.761,27.027,1.2829,0.10652,1637.4,0.70378,0.0,0.25807,86.304,0.7377,2.4644,1.6388,0.3317,0
0.083018,2.3042,6.1496,1.6484,0.08516,881.03,0.657,3.3428,0.3944,42.545,1.3192,0.065424,0.40467,0.12556,0
-0.10984,0.49923,-191.32,0.90021,-0.048981,-5919.1,0.52829,-1.0269,-0.67708,260.82,412.06,-0.35989,-0.63563,-0.59549,0
0.021367,1.146,-26.499,1.8398,0.043766,3802.7,0.80324,2.3659,0.057522,56.379,0.26568,0.28046,0.12975,0.13262,0
0.04276,1.8297,2.5142,1.0478,0.065392,1734.0,1.1175,0.55052,3.5837,115.83,40.507,0.14332,0.11164,0.087871,0
0.076517,0.67436,-109.99,1.1817,0.34637,1056.8,0.92851,1.9978,-0.15759,203.57,0.54448,0.084972,3.3871,0.34052,0
0.0091073,2.4747,-13.836,0.82864,0.014796,16388.0,1.0179,0.786,1.6702,128.57,1.1025,1.3758,0.019755,0.020261,0
0.019329,1.3152,-9.8982,1.013,0.091204,1447.0,0.79557,0.2906,0.19077,112.28,4.9148,0.1183,0.15179,0.035933,0
0.1307,1.1057,-65.817,2.2294,0.1145,1000.2,1.045,3.8431,0.17475,100.22,1.9437,0.076748,0.30887,0.43488,0
0.14034,3.4425,59.492,1.2533,0.26828,435.38,0.92108,2.4997,0.81882,103.74,6.0911,0.041303,0.96075,0.18591,0
-0.069332,3.5426,26.73,0.94866,-0.015848,-3502.2,0.73363,-0.51629,1.3416,51.978,115.88,-0.26555,-0.18496,-0.090042,0
-0.01193,3.3332,33.246,0.98877,0.0068719,5863.3,0.89656,-0.09489,1.7958,37.908,35.193,2.6067,-0.036334,-0.016946,0
0.0034343,1.8705,21.245,1.031,0.065372,1716.1,1.1002,0.20018,0.98018,99.62,7.6664,0.13237,0.014883,0.0073063,0
0.2624,8.4769,126.42,1.1344,0.26773,304.96,0.9804,3.0266,5.7378,32.294,2.6995,0.025663,0.74733,0.38337,0
0.15996,2.7754,62.17,1.1274,0.094381,573.89,1.0731,1.1554,7.146,60.222,146.38,0.044815,0.66656,0.25664,0
0.27663,2.4418,137.09,1.2891,0.23667,450.79,1.4538,88.481,1.5656,107.31,177.38,0.040771,10.91,0.44388,0
-0.031202,0.71584,-67.012,2.2531,0.025673,6970.1,1.0489,0.14133,-0.42203,137.92,1.0855,0.41318,-0.25087,0.29822,0
0.020443,1.2409,-53.001,1.0787,0.017788,7105.9,1.2476,0.68437,3.4361,128.57,9.8985,0.16821,0.041762,0.10742,0
0.11126,2.4156,32.075,1.058,0.075623,722.83,0.98207,0.60312,0.66827,33.03,2.6121,0.062314,1.111,0.18648,0
0.40329,3.0283,37.662,1.3541,0.32461,135.15,0.94737,3.8195,0.70355,59.019,249.66,0.012272,1.711,0.53382,0
0.26673,1.4264,9.6796,1.1412,0.15838,334.37,0.92773,1.41,0.35377,54.496,10.906,0.02877,2.9569,0.50054,0
0.17274,1.6764,51.731,2.0258,0.1243,948.21,1.0403,678.44,1.7811,83.556,4.7661,0.087242,5.9746,0.49945,0
0.23546,6.8433,172.84,1.3293,0.2728,116.7,0.89895,3.1289,1.5194,42.082,921.82,0.012183,1.5364,0.2669,0
0.033545,1.1482,-63.069,0.73504,0.10691,2107.0,1.0486,1.4407,0.076233,251.49,3.0266,0.14169,0.28522,0.061395,0
-0.0030692,1.1875,-38.223,1.1627,0.19925,695.49,1.2357,0.3621,0.0593,122.02,2.3409,0.059987,-0.030521,-0.0046177,0
-0.041576,1.8643,23.241,0.62502,0.085744,2738.2,0.65938,-1.1021,0.20043,84.856,1.1491,0.19129,-0.4249,-0.069529,0
-0.045857,1.9319,14.512,1.0161,0.04502,2566.2,2.2068,-0.0012901,0.44646,71.78,1.9458,0.16309,-0.26504,-0.079323,0
-0.09832,2.3725,12.191,1.0424,-0.034853,-6343.7,0.65431,-0.59375,0.53288,68.981,0.50998,1.6473,-0.4128,-0.3126,0
-0.11818,1.2676,-39.976,1.394,-0.057026,-2703.9,0.66302,-20.011,0.16777,82.666,0.96619,-0.23463,-0.45978,-0.28746,0
0.089108,2.3061,36.7,2.157,0.075061,664.36,0.85773,5.972,0.87196,48.042,14.773,0.05283,0.65434,0.12634,0
0.15423,1.3405,20.839,1.4133,0.18501,661.51,0.76054,10.066,0.16405,90.657,2.1949,0.056293,4.6725,0.29314,0
0.046476,0.20854,-326.15,1.0346,0.16062,1936.6,0.62283,0.18185,-0.68975,320.52,20.685,0.22768,0.50827,0.19281,0
0.14017,1.0921,-21.734,1.098,0.096768,807.01,0.94361,0.99561,0.098338,76.203,5.8124,0.058666,0.78078,0.33348,0
0.028491,1.7708,19.459,0.86861,0.12121,2165.4,0.89925,2.802,0.29853,98.938,1.2382,0.17489,0.23483,0.075897,0
0.033162,4.4679,209.34,0.64932,0.18681,670.48,0.65565,1.0416,0.70994,61.596,3.7625,0.083729,0.79676,0.04267,0
-0.10929,0.17624,-561.67,0.1839,-0.53047,-3738.7,1.2252,-0.22911,-0.28495,575.15,0.087271,3.3877,-74385.0,-141.6,0
-0.0021342,1.5821,11.138,1.0049,0.030141,4565.3,0.91583,0.028236,0.35819,108.95,4.182,0.38372,-0.014996,-0.0038888,0
0.015918,1.8715,2.3571,1.099,0.23455,3429.5,1.214,0.85898,0.12852,119.02,0.16301,0.28566,0.1672,0.1256,0
0.0055763,1.1115,-60.613,1.0565,0.094705,1966.7,0.85209,0.54514,0.059001,155.49,2.4147,0.13123,0.035584,0.009889,0
0.030738,1.4825,7.9534,1.1347,0.059034,3467.4,0.8833,1.2186,0.26115,86.555,0.65248,0.12654,0.26644,0.21035,0
-0.22811,0.40137,-222.14,0.99864,-0.21778,-1601.2,0.52721,0.0,-0.566,268.3,0.72387,2.994,-1.701,-4.9695,0
0.018807,2.2789,11.142,0.74445,0.034882,5569.2,0.65333,0.71961,0.22223,78.223,0.99699,0.97699,0.84288,0.031149,0
-0.59,0.88316,-75.494,0.63374,-0.83536,-371.18,0.77187,-0.72152,-0.057246,192.24,1.3039,-0.093825,-7.1751,-1.2781,0
0.0367,1.3733,-18.123,0.99111,0.095423,996.79,1.014,-0.18901,0.27935,83.443,6.2387,0.19216,0.17642,0.068297,0
0.13696,1.3567,-21.039,1.5646,0.13806,744.75,0.67659,4.4689,0.11466,59.267,0.67603,0.056438,0.87214,0.2449,0
-0.076501,0.96796,-43.657,1.0138,0.047627,3928.2,1.0424,-0.51952,-0.064021,189.55,1257.6,0.34343,-0.64461,-0.26859,0
0.36813,4.3642,287.91,1.183,0.32322,223.98,0.66377,9.5755,7.8917,92.613,33.084,0.020539,6.7793,0.48099,0
0.0038963,1.964,18.148,1.0104,0.044107,1848.7,0.77706,0.18935,0.41372,81.471,123.8,0.128,0.029309,0.0056516,0
0.024905,1.4298,2.6244,1.6507,0.059404,1887.1,0.66241,1.4149,0.64668,100.85,22.095,0.16938,0.13571,0.050512,0
0.085549,1.0405,-61.879,1.5411,0.10105,1074.9,0.87049,4.4776,0.030263,106.5,7.836,0.084788,0.3552,0.15802,0
0.23146,1.2153,-13.937,1.0932,0.095254,588.85,1.3198,0.93844,0.30833,57.614,12.573,0.0499,1.088,0.55179,0
0.045218,1.6964,29.308,1.0363,0.042478,2047.8,0.88376,0.24267,1.1182,82.081,14.234,0.2359,0.35232,0.085896,0
0.20326,2.8367,63.172,1.5101,0.22179,325.62,1.1187,6.0224,0.75939,56.352,7.9605,0.02657,2.073,0.28987,0
-0.086935,0.44182,-147.02,0.66074,-0.077675,-4414.0,0.79775,0.0,-0.17492,187.6,0.23327,0.58094,-1.8477,-0.22917,0
0.015883,0.74975,-169.81,1.1406,0.050423,5168.5,0.80303,1.5882,-0.22567,238.0,1.4063,0.13644,0.073871,0.048922,0
0.078271,0.91868,-71.172,2.0342,0.076965,1894.5,1.1178,2.7241,-0.16994,137.66,17.201,0.13472,0.28267,0.41776,0
0.11513,1.8833,129.66,0.66398,0.19778,1054.2,0.93974,3.8071,0.58499,193.22,6.0392,0.10519,1.8076,0.18548,0
0.032886,0.90804,-158.36,0.58502,0.095345,4357.0,0.71615,3.5775,-0.055478,299.83,0.74411,0.37102,0.22147,0.0,0
0.10311,0.81468,-38.951,1.1509,0.15343,1561.5,1.6944,4.3952,-0.061275,96.213,0.35053,0.11796,2.6643,0.42168,0
0.14898,1.1423,97.189,0.32269,0.71836,2084.9,2.0386,1.7494,14.955,637.5,2.1524,0.10254,-0.54049,-0.45965,0
0.050696,1.052,-77.183,1.7795,0.070313,1747.2,0.73145,2.5576,0.071831,121.12,6.2725,0.12662,0.1375,0.1264,0
-0.015186,2.1783,-41.528,0.93429,-0.0049824,-63126.0,0.88706,-0.091533,1.4014,128.79,1.2461,4.006,-0.11591,-0.077911,0
0.067797,7.8787,26.496,4.5843,0.021873,1404.9,1.1523,3.9688,35.31,10.141,1.7454,0.10504,0.13074,0.11041,0
0.053336,1.4899,-23.709,1.0367,0.074592,1436.7,0.90052,0.40968,0.49511,103.95,11.436,0.1241,0.18795,0.11021,0
0.011307,1.3573,-30.647,1.4223,0.032724,5726.6,0.90672,0.44763,0.13214,64.332,0.28493,0.43446,0.056775,0.041916,0
0.082633,1.6787,-5.7869,1.0451,0.058916,943.99,0.96321,0.45554,0.76701,58.05,714.33,0.083997,0.28082,0.14113,0
0.18809,0.90761,-26.687,1.7309,0.10937,1433.4,0.92124,0.0,-0.0357,89.651,0.57264,20.496,7.4816,0.73301,0
-0.20823,2.1996,3.6019,3.6258,-0.037963,-646.16,0.92352,-4.4392,0.49682,20.886,9.5514,-0.081589,-0.94941,-0.27531,0
0.0,0.85363,-28.79,3.3642,0.16137,567.92,0.93201,4.0512,-0.1668,74.38,1.5762,0.047466,0.0,0.0,0
-0.024269,11.02,19.205,0.98756,0.045499,2600.9,0.88094,-0.12166,0.61996,16.236,0.52292,0.16947,-0.084804,-0.03301,0
0.079557,2.0907,32.944,1.0958,0.13605,533.98,0.9028,1.0144,0.52465,77.329,48.901,0.044586,0.50876,0.10568,0
0.015104,1.8172,-67.798,0.93405,0.11651,2112.7,0.63721,2.635,1.1061,146.93,0.98113,0.17785,0.031515,0.040816,0
0.18386,2.2542,68.302,2.2588,0.10402,637.97,0.87814,11.283,1.9274,61.58,15.881,0.060504,6.4435,0.31199,0
-0.19259,1.6567,-61.149,0.86184,-0.099294,-2177.2,0.53974,-1.5726,0.33373,101.36,0.5374,-0.25033,-0.57866,-0.49504,0
